tweet_id,source_x,text,rating_numerator,rating_denominator,name,dog_class,jpg_url,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,retweet_count,favorite_count,source_y
889638837579907072,Twitter for iPhone,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,12,10,Ted,None,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,French_bulldog,0.99165,True,boxer,0.00212864,True,Staffordshire_bullterrier,0.00149818,True,4735,27672,Twitter for iPhone
889531135344209921,Twitter for iPhone,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,13,10,Stuart,Puppo,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,golden_retriever,0.953442,True,Labrador_retriever,0.0138341,True,redbone,0.00795775,True,2321,15359,Twitter for iPhone
889278841981685760,Twitter for iPhone,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,13,10,Oliver,None,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,whippet,0.626152,True,borzoi,0.194742,True,Saluki,0.0273507,True,5637,25652,Twitter for iPhone
888917238123831296,Twitter for iPhone,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,12,10,Jim,None,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,golden_retriever,0.714719,True,Tibetan_mastiff,0.120184,True,Labrador_retriever,0.105506,True,4709,29611,Twitter for iPhone
888804989199671297,Twitter for iPhone,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,13,10,Zeke,None,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,golden_retriever,0.46976,True,Labrador_retriever,0.184172,True,English_setter,0.0734817,True,4559,26080,Twitter for iPhone
888554962724278272,Twitter for iPhone,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,13,10,Ralphus,None,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,Siberian_husky,0.700377,True,Eskimo_dog,0.166511,True,malamute,0.111411,True,3732,20290,Twitter for iPhone
888078434458587136,Twitter for iPhone,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,12,10,Gerald,None,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,French_bulldog,0.995026,True,pug,0.000931908,True,bull_mastiff,0.000903211,True,3653,22201,Twitter for iPhone
887705289381826560,Twitter for iPhone,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,13,10,Jeffrey,None,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,basset,0.821664,True,redbone,0.0875815,True,Weimaraner,0.026236400000000003,True,5609,30779,Twitter for iPhone
887473957103951883,Twitter for iPhone,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,13,10,Canela,None,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,Pembroke,0.809197,True,Rhodesian_ridgeback,0.05495,True,beagle,0.0389148,True,18781,69871,Twitter for iPhone
886983233522544640,Twitter for iPhone,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,13,10,Maya,None,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,Chihuahua,0.793469,True,toy_terrier,0.143528,True,can_opener,0.0322529,False,8084,35859,Twitter for iPhone
886736880519319552,Twitter for iPhone,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",13,10,Mingus,None,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,kuvasz,0.309706,True,Great_Pyrenees,0.186136,True,Dandie_Dinmont,0.08634630000000001,True,3443,12306,Twitter for iPhone
886680336477933568,Twitter for iPhone,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,13,10,Derek,None,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,convertible,0.738995,False,sports_car,0.139952,False,car_wheel,0.0441727,False,4610,22798,Twitter for iPhone
886366144734445568,Twitter for iPhone,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,12,10,Roscoe,Pupper,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,French_bulldog,0.999201,True,Chihuahua,0.000361178,True,Boston_bull,7.55616e-05,True,3316,21524,Twitter for iPhone
886258384151887873,Twitter for iPhone,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,13,10,Waffles,None,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,pug,0.943575,True,shower_cap,0.0252856,False,Siamese_cat,0.00284892,False,6523,28469,Twitter for iPhone
885984800019947520,Twitter for iPhone,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,12,10,Jimbo,None,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,Blenheim_spaniel,0.972494,True,Shih-Tzu,0.00663012,True,Bernese_mountain_dog,0.00623915,True,7097,33382,Twitter for iPhone
885528943205470208,Twitter for iPhone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,13,10,Maisey,None,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,pug,0.369275,True,Labrador_retriever,0.265835,True,kuvasz,0.134697,True,6683,36689,Twitter for iPhone
884925521741709313,Twitter for iPhone,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",12,10,Earl,None,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,Italian_greyhound,0.259916,True,American_Staffordshire_terrier,0.198451,True,Staffordshire_bullterrier,0.127725,True,16439,68152,Twitter for iPhone
884876753390489601,Twitter for iPhone,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,13,10,Lola,None,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,chow,0.822103,True,Norwich_terrier,0.106075,True,Norfolk_terrier,0.0373485,True,6096,28514,Twitter for iPhone
884562892145688576,Twitter for iPhone,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,13,10,Kevin,None,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,pug,0.5464060000000001,True,French_bulldog,0.404291,True,Brabancon_griffon,0.0440019,True,5100,24765,Twitter for iPhone
884162670584377345,Twitter for iPhone,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,12,10,Yogi,Doggo,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,German_shepherd,0.707046,True,malinois,0.199396,True,Norwegian_elkhound,0.0491476,True,3128,20771,Twitter for iPhone
883838122936631299,Twitter for iPhone,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,12,10,Noah,None,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,Doberman,0.610946,True,miniature_pinscher,0.299603,True,kelpie,0.0630203,True,3586,22349,Twitter for iPhone
883482846933004288,Twitter for iPhone,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",5,10,Bella,None,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,golden_retriever,0.943082,True,Labrador_retriever,0.032409,True,kuvasz,0.00550072,True,10407,46860,Twitter for iPhone
883360690899218434,Twitter for iPhone,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,13,10,Grizzwald,Floofer,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,chow,0.987997,True,Tibetan_mastiff,0.00709872,True,Newfoundland,0.00214033,True,3825,22986,Twitter for iPhone
882992080364220416,Twitter for iPhone,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,13,10,Rusty,None,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,Eskimo_dog,0.466778,True,Siberian_husky,0.406044,True,dingo,0.07341439999999999,False,4122,24445,Twitter for iPhone
882762694511734784,Twitter for iPhone,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,12,10,Gus,Pupper,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,Labrador_retriever,0.85005,True,Chesapeake_Bay_retriever,0.074257,True,flat-coated_retriever,0.015579399999999997,True,5134,28903,Twitter for iPhone
882627270321602560,Twitter for iPhone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,13,10,Stanley,None,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,Pembroke,0.542982,True,Chihuahua,0.251988,True,Cardigan,0.107699,True,6342,28382,Twitter for iPhone
882268110199369728,Twitter for iPhone,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,13,10,Alfy,None,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,golden_retriever,0.762211,True,Labrador_retriever,0.0989849,True,cocker_spaniel,0.0171995,True,12118,45880,Twitter for iPhone
882045870035918850,Twitter for iPhone,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",13,10,Koko,None,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,web_site,0.949591,False,dhole,0.0173258,False,golden_retriever,0.00694063,True,5203,29900,Twitter for iPhone
881906580714921986,Twitter for iPhone,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,12,10,Rey,None,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,Weimaraner,0.291539,True,Chesapeake_Bay_retriever,0.278966,True,koala,0.12701700000000002,False,3533,24773,Twitter for iPhone
881666595344535552,Twitter for iPhone,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,13,10,Gary,None,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,Saluki,0.529012,True,Afghan_hound,0.25000300000000003,True,golden_retriever,0.16073900000000002,True,11099,51522,Twitter for iPhone
881268444196462592,Twitter for iPhone,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,12,10,Elliot,None,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,tusker,0.473303,False,Indian_elephant,0.245646,False,ibex,0.0556607,False,5358,23501,Twitter for iPhone
880935762899988482,Twitter for iPhone,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,13,10,Louis,None,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,street_sign,0.251801,False,umbrella,0.115123,False,traffic_light,0.0695338,False,2886,17346,Twitter for iPhone
880465832366813184,Twitter for iPhone,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,12,10,Bella,None,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,golden_retriever,0.913255,True,Labrador_retriever,0.0263286,True,cocker_spaniel,0.00937082,True,6546,29075,Twitter for iPhone
880221127280381952,Twitter for iPhone,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,12,10,Jesse,None,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,Chihuahua,0.238525,True,meerkat,0.104256,False,clumber,0.0525803,True,4436,27640,Twitter for iPhone
879862464715927552,Twitter for iPhone,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,13,10,Romeo,None,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,basset,0.813507,True,beagle,0.146654,True,cocker_spaniel,0.00948502,True,3642,22667,Twitter for iPhone
879492040517615616,Twitter for iPhone,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,12,10,Bailey,None,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,German_short-haired_pointer,0.479896,True,vizsla,0.124353,True,bath_towel,0.0733202,False,3323,23822,Twitter for iPhone
879415818425184262,Twitter for iPhone,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,13,10,Duddles,None,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,English_springer,0.383404,True,Boston_bull,0.134967,True,Cardigan,0.110481,True,45849,107956,Twitter for iPhone
879376492567855104,Twitter for iPhone,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,12,10,Jack,None,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,tricycle,0.663601,False,Labrador_retriever,0.0334961,True,Pembroke,0.0188266,True,3261,17099,Twitter for iPhone
879050749262655488,Twitter for iPhone,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,11,10,Steven,None,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,tabby,0.311861,False,window_screen,0.169123,False,Egyptian_cat,0.132932,False,4941,23022,Twitter for iPhone
879008229531029506,Twitter for iPhone,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,13,10,Beau,None,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,vizsla,0.960513,True,miniature_pinscher,0.00943065,True,American_Staffordshire_terrier,0.0087113,True,2812,19317,Twitter for iPhone
878776093423087618,Twitter for iPhone,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,13,10,Snoopy,Puppo,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,Italian_greyhound,0.734684,True,whippet,0.15048699999999998,True,Ibizan_hound,0.0397246,True,4319,19763,Twitter for iPhone
878281511006478336,Twitter for iPhone,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",13,10,Shadow,None,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,basset,0.32042,True,collie,0.215975,True,Appenzeller,0.12850699999999998,True,1349,7913,Twitter for iPhone
878057613040115712,Twitter for iPhone,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,14,10,Emmy,None,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,French_bulldog,0.839097,True,Boston_bull,0.07879939999999999,True,toy_terrier,0.0152434,True,7181,42876,Twitter for iPhone
877736472329191424,Twitter for iPhone,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,13,10,Aja,None,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,Chesapeake_Bay_retriever,0.8379559999999999,True,Labrador_retriever,0.0620342,True,Weimaraner,0.0405991,True,17300,71144,Twitter for iPhone
877556246731214848,Twitter for iPhone,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,12,10,Penny,None,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,basset,0.995368,True,Welsh_springer_spaniel,0.00193621,True,bathtub,0.000467919,False,3994,23258,Twitter for iPhone
877316821321428993,Twitter for iPhone,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",13,10,Dante,None,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,Saluki,0.5099670000000001,True,Italian_greyhound,0.0904973,True,golden_retriever,0.0794058,True,5414,27907,Twitter for iPhone
877201837425926144,Twitter for iPhone,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,12,10,Nelly,None,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,Pembroke,0.93112,True,Cardigan,0.0686982,True,basenji,8.17379e-05,True,5880,27755,Twitter for iPhone
876838120628539392,Twitter for iPhone,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,12,10,Ginger,Pupper,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,bloodhound,0.575751,True,redbone,0.24097,True,Tibetan_mastiff,0.08893480000000001,True,3506,21125,Twitter for iPhone
876484053909872640,Twitter for iPhone,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,13,10,Benedict,None,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,golden_retriever,0.874566,True,Irish_terrier,0.0373542,True,chow,0.016723599999999998,True,2511,19163,Twitter for iPhone
876120275196170240,Twitter for iPhone,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",13,10,Venti,None,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,Bernese_mountain_dog,0.534327,True,Saint_Bernard,0.346312,True,Greater_Swiss_Mountain_dog,0.0949327,True,4903,28490,Twitter for iPhone
875747767867523072,Twitter for iPhone,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",13,10,Goose,None,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,Labrador_retriever,0.799551,True,Chesapeake_Bay_retriever,0.179975,True,vizsla,0.0046176,True,4497,25773,Twitter for iPhone
875144289856114688,Twitter for iPhone,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,13,10,Nugget,None,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,Siberian_husky,0.245048,True,Pembroke,0.223716,True,dingo,0.160753,False,5081,22185,Twitter for iPhone
874680097055178752,Twitter for iPhone,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,12,10,Cash,None,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,Labrador_retriever,0.836052,True,Staffordshire_bullterrier,0.0470691,True,beagle,0.0360071,True,4875,28439,Twitter for iPhone
874296783580663808,Twitter for iPhone,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,13,10,Jed,Pupper,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,cocker_spaniel,0.437216,True,miniature_poodle,0.277191,True,toy_poodle,0.157402,True,4308,26651,Twitter for iPhone
874012996292530176,Twitter for iPhone,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V",13,10,Sebastian,Puppo,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,Cardigan,0.806674,True,Pembroke,0.116622,True,kelpie,0.0491819,True,11007,35501,Twitter for iPhone
873213775632977920,Twitter for iPhone,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ",12,10,Sierra,Pupper,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,vizsla,0.6197819999999999,True,bloodhound,0.338069,True,Chesapeake_Bay_retriever,0.0126763,True,1667,7467,Twitter for iPhone
872620804844003328,Twitter for iPhone,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... https://t.co/lUcpnZDPz9,13,10,Monkey,None,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,cocker_spaniel,0.513191,True,Sussex_spaniel,0.159088,True,standard_poodle,0.149509,True,3911,21309,Twitter for iPhone
872261713294495745,Twitter for iPhone,This is Harry. His ears are activated one at a time. Incredibly rare to witness in person. Very special moment here. 13/10 blessed as h*ck https://t.co/ejHvGDfWoa,13,10,Harry,None,https://pbs.twimg.com/media/DBrlZk2UQAAfAkd.jpg,Labrador_retriever,0.972019,True,flat-coated_retriever,0.00817828,True,Chesapeake_Bay_retriever,0.00735927,True,6649,35085,Twitter for iPhone
872122724285648897,Twitter for iPhone,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still 12/10 would happily get dunked on https://t.co/PKSpmiefwN,12,10,Kody,None,https://pbs.twimg.com/media/DBpm-5UXcAUeCru.jpg,basketball,0.808396,False,pug,0.06673630000000001,True,dalmatian,0.0545698,True,8549,35324,Twitter for iPhone
871879754684805121,Twitter for iPhone,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10 https://t.co/uK6PNyeh9w,13,10,Lassie,None,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg,Shetland_sheepdog,0.969171,True,collie,0.0182607,True,Pomeranian,0.00851534,True,11918,39090,Twitter for iPhone
871762521631449091,Twitter for iPhone,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10 https://t.co/AiVljI6QCg,12,10,Rover,Pupper,https://pbs.twimg.com/media/DBkfY58XcAEdzZy.jpg,Labrador_retriever,0.921393,True,golden_retriever,0.064608,True,bloodhound,0.00338337,True,3678,20787,Twitter for iPhone
871515927908634625,Twitter for iPhone,This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good with kids. 12/10 great doggo https://t.co/PR7B7w1rUw,12,10,Napolean,Doggo,https://pbs.twimg.com/media/DBg_HT9WAAEeIMM.jpg,komondor,0.974781,True,briard,0.0200413,True,swab,0.00322824,False,3628,20730,Twitter for iPhone
871032628920680449,Twitter for iPhone,"This is Boomer. He's doing an advanced water takeoff. The opposite of Sully. Ears for control, mlem for style. 13/10 simply breathtaking https://t.co/noNpY2Laoo",13,10,Boomer,None,https://pbs.twimg.com/media/DBaHi3YXgAE6knM.jpg,kelpie,0.3980530000000001,True,macaque,0.0689549,False,dingo,0.0506018,False,3999,23255,Twitter for iPhone
